стимул,количество связей,взвешенная степень,центральность по степени,степень посредничества,степень близости
мокрый,1,0.03309944773925787,0.002136752136752137,0.0,0.002849002849002849
национальный,1,0.02016145422684849,0.002136752136752137,0.0,0.002136752136752137
связанный,1,0.03225813007723656,0.002136752136752137,0.0,0.002136752136752137
связать,1,0.03225813007723656,0.002136752136752137,0.0,0.002136752136752137
воздух,1,0.01677152532543929,0.002136752136752137,0.0,0.002136752136752137
круг,1,0.01911468812877264,0.002136752136752137,0.0,0.002136752136752137
старик,1,0.02022369785697524,0.002136752136752137,0.0,0.002136752136752137
информация,1,0.01816355446870713,0.002136752136752137,0.0,0.002136752136752137
передний,1,0.07378924019182687,0.002136752136752137,0.0,0.002136752136752137
последующий,1,0.04919688633436543,0.002136752136752137,0.0,0.002136752136752137
тема,1,0.01701702554257451,0.002136752136752137,0.0,0.002136752136752137
встреча,1,0.01624506971905821,0.002136752136752137,0.0,0.01440991958233337
веселый,1,0.03413654618473896,0.002136752136752137,0.0,0.002136752136752137
смешной,1,0.03413654618473896,0.002136752136752137,0.0,0.002136752136752137
иметь,1,0.02816907110489823,0.002136752136752137,0.0,0.002136752136752137
передать,1,0.03826836025140251,0.002136752136752137,0.0,0.008725071225071226
хозяин,1,0.02102103155259204,0.002136752136752137,0.0,0.002136752136752137
отечественный,1,0.01611286306060776,0.002136752136752137,0.0,0.002136752136752137
разработать,1,0.02313902035240845,0.002136752136752137,0.0,0.005064893953782843
поверить,1,0.0212552349269946,0.002136752136752137,0.0,0.005745489078822412
домашний,1,0.02049610703169808,0.002136752136752137,0.0,0.002136752136752137
привычный,1,0.0161780319626215,0.002136752136752137,0.0,0.006629410475564322
дорогой,1,0.01611286306060776,0.002136752136752137,0.0,0.002136752136752137
купить,1,0.01632707463045878,0.002136752136752137,0.0,0.002136752136752137
платить,1,0.01913418012570126,0.002136752136752137,0.0,0.008376068376068376
объявить,1,0.02522715898431547,0.002136752136752137,0.0,0.002849002849002849
партия,1,0.01805424422141339,0.002136752136752137,0.0,0.003846153846153846
фильм,1,0.03219374546342135,0.002136752136752137,0.0,0.002136752136752137
название,1,0.01701702554257451,0.002136752136752137,0.0,0.002136752136752137
начальник,1,0.01846154817175702,0.002136752136752137,0.0,0.002849002849002849
открыть,1,0.02106320016378396,0.002136752136752137,0.0,0.002136752136752137
руководитель,1,0.02053388090349076,0.002136752136752137,0.0,0.002849002849002849
остаться,1,0.03216082026253296,0.002136752136752137,0.0,0.002136752136752137
открывать,1,0.02106320016378396,0.002136752136752137,0.0,0.002136752136752137
семейный,1,0.02049610703169808,0.002136752136752137,0.0,0.002136752136752137
двигаться,1,0.01603206412825651,0.002136752136752137,0.0,0.01406352728468113
случай,1,0.01856110919055199,0.002136752136752137,0.0,0.003663003663003663
вода,1,0.01638120311557203,0.002136752136752137,0.0,0.002849002849002849
кричать,1,0.02944346041886953,0.002136752136752137,0.0,0.002136752136752137
сообщить,1,0.01712005590194323,0.002136752136752137,0.0,0.002849002849002849
вспоминать,1,0.02811244979919679,0.002136752136752137,0.0,0.002136752136752137
вспомнить,1,0.02811244979919679,0.002136752136752137,0.0,0.002136752136752137
объем,1,0.01604815250574016,0.002136752136752137,0.0,0.002849002849002849
снимать,1,0.04312940985917668,0.002136752136752137,0.0,0.003846153846153846
известный,1,0.01913402488447172,0.002136752136752137,0.0,0.002136752136752137
кино,1,0.03219374546342135,0.002136752136752137,0.0,0.002136752136752137
оставаться,1,0.03216082026253296,0.002136752136752137,0.0,0.002136752136752137
поле,1,0.01949088067116341,0.002136752136752137,0.0,0.002136752136752137
хлеб,1,0.01949088067116341,0.002136752136752137,0.0,0.002136752136752137
есть,1,0.01604815250574016,0.002136752136752137,0.0,0.003663003663003663
исчезнуть,1,0.03707422274259935,0.002136752136752137,0.0,0.008241758241758242
участвовать,1,0.04133098116503941,0.002136752136752137,0.0,0.002136752136752137
позвонить,1,0.03147404389603294,0.002136752136752137,0.0,0.01067596231829808
понять,1,0.02112680332867367,0.002136752136752137,0.0,0.002136752136752137
почувствовать,1,0.02431622174720258,0.002136752136752137,0.0,0.003846153846153846
рассказать,1,0.02402403606010519,0.002136752136752137,0.0,0.002136752136752137
узнавать,1,0.01921679467524114,0.002136752136752137,0.0,0.002136752136752137
обладать,1,0.02816907110489823,0.002136752136752137,0.0,0.002136752136752137
резкий,1,0.01816355446870713,0.002136752136752137,0.0,0.008992939427722037
удивительный,1,0.01609661205994185,0.002136752136752137,0.0,0.002849002849002849
ответ,1,0.02008032128514056,0.002136752136752137,0.0,0.002849002849002849
изменить,1,0.02716303285115187,0.002136752136752137,0.0,0.003846153846153846
вздохнуть,1,0.01677152532543929,0.002136752136752137,0.0,0.002136752136752137
показать,1,0.02110579412044345,0.002136752136752137,0.0,0.002136752136752137
показывать,1,0.02110579412044345,0.002136752136752137,0.0,0.002136752136752137
мочь,1,0.019349272120873,0.002136752136752137,0.0,0.004048582995951417
идея,1,0.02626284063216257,0.002136752136752137,0.0,0.004715590922487475
книжка,1,0.03465939410051398,0.002136752136752137,0.0,0.002849002849002849
основной,1,0.0171198475531398,0.002136752136752137,0.0,0.002136752136752137
еврейский,1,0.0161453817499619,0.002136752136752137,0.0,0.007122507122507123
